"song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence"
32,166000,0.411,0.547,0.265,1.35e-06,9,0.109,-16.803,1,0.0249,93.106,4,0.385
65,226875,0.00909,0.25,0.909,0.848,4,0.136,-5.407,1,0.0414,128.025,4,0.322
72,277266,0.403,0.555,0.698,0,0,0.0851,-8.874,1,0.0287,168.12,4,0.816
71,178933,0.715,0.619,0.603,0,9,0.0721,-9.481,1,0.0342,127.432,4,0.958
39,181666,0.233,0.699,0.515,2.56e-06,11,0.0888,-10.816,0,0.0299,95.044,4,0.734
52,164267,0.0211,0.713,0.894,0,5,0.37,-3.48,0,0.0426,96.068,4,0.614
1,192464,0.902,0.689,0.382,0.672,10,0.0784,-12.164,0,0.0444,123.342,4,0.488
45,164026,0.0291,0.82,0.469,0,4,0.0549,-11.274,0,0.307,92.288,4,0.498
44,179359,0.0133,0.801,0.646,0,1,0.108,-5.27,1,0.144,149.992,4,0.546
79,199120,0.935,0.441,0.219,0,8,0.115,-14.586,1,0.0419,94.021,4,0.244
81,156195,0.129,0.853,0.637,0,3,0.267,-5.924,0,0.331,86.048,4,0.496
72,177973,0.366,0.827,0.613,1.25e-05,8,0.093,-5.34,1,0.0621,137.96,4,0.747
70,255608,0.594,0.841,0.644,0.00402,9,0.142,-3.284,0,0.083,108.003,4,0.881
24,204538,0.0133,0.798,0.543,0.000468,5,0.147,-6.258,0,0.0495,115.094,4,0.532
50,196560,0.00955999999999999,0.27,0.83,0.434,7,0.142,-4.592,1,0.0741,117.314,4,0.205
67,187813,0.0106,0.598,0.914,1.22e-06,4,0.369,-3.752,1,0.0878,103.972,4,0.531
66,210133,0.202,0.623,0.94,0.00183999999999999,0,0.0472,-5.731,1,0.0365,131.037,4,0.837
1,287466,0.00316,0.812,0.767,0.327,4,0.0793,-5.585,0,0.041,123.001,4,0.85
43,181681,0.712,0.346,0.202,0.0262,7,0.0873,-18.434,1,0.135,79.899,4,0.072
59,216242,0.146,0.644,0.748,0.000346,9,0.203,-5.862,0,0.0349,100.037,4,0.901
47,260146,0.213,0.641,0.445,0,9,0.143,-6.721,1,0.0286,117.99,4,0.327
43,386026,0.276,0.366,0.479,0.0114,7,0.136,-9.774,1,0.0438,80.842,4,0.397
56,223906,0.724,0.584,0.529,0.0968,3,0.0753,-10.038,0,0.0416,142.999,4,0.645
49,309946,0.0491,0.658,0.748,0,4,0.105,-4.895,0,0.288,136.988,4,0.284
73,334666,0.116,0.427,0.9,1.75e-05,11,0.119,-3.674,1,0.0499,104.655,4,0.599
57,276813,0.189,0.819,0.546,0,5,0.131,-8.095,0,0.057,155.034,4,0.888
58,271760,0.835,0.498,0.242,0.536,9,0.133,-12.238,1,0.0257,153.744,4,0.312
70,168666,0.00407,0.571,0.708,0,6,0.125,-4.74,1,0.0329,109.899,4,0.398
58,256226,0.296,0.443,0.282,0.000231,7,0.308,-14.339,1,0.0299,179.714,4,0.262
60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.37
80,180386,0.371,0.558,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62
92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
56,259440,0.0636,0.558,0.829,0.0907,6,0.0845,-5.582,1,0.0343,116.001,4,0.339
20,210605,0.203,0.791,0.86,4.7e-06,0,0.333,-4.189,1,0.168,130.001,4,0.618
43,314626,0.0695,0.474,0.894,0,10,0.134,-2.604,0,0.08,174.102,4,0.464
53,199024,0.132,0.835,0.775,0,4,0.0397,-7.624,0,0.252,121.987,4,0.546
78,238053,0.241,0.755,0.594,0,7,0.107,-5.906,1,0.216,178.929,4,0.237
27,178613,0.0305,0.714,0.733,0.00101,11,0.181,-5.495,0,0.034,140.006,4,0.872
69,211360,0.0582,0.622,0.709,0,5,0.126,-7.32,1,0.0669,140.018,4,0.488
54,184880,0.00292,0.57,0.896,0,5,0.11,-2.926,1,0.0381,110.986,4,0.622
40,255746,0.186,0.781,0.763,0,2,0.653,-7.088,1,0.245,94.987,4,0.648
41,269113,0.201,0.627,0.871,0.0126,9,0.128,-4.013,0,0.182,136.116,4,0.762
9,209986,0.0463,0.594,0.961,0,6,0.853,-5.443,0,0.338,113.126,4,0.531
67,158000,0.295,0.711,0.681,6.47e-06,2,0.137,-5.188,1,0.222,99.694,4,0.461
39,253133,0.22,0.733,0.636,5.95e-06,0,0.0753,-7.835,1,0.0264,92.531,4,0.868
47,242026,0.314,0.884,0.521,3.95e-06,8,0.107,-6.876,0,0.268,99.914,4,0.536
58,267680,0.00013,0.515,0.883,1e-05,2,0.0751,-4.823,1,0.0342,152.03,4,0.669
61,160285,0.255,0.718,0.681,1.88e-05,5,0.208,-4.593,0,0.0361,139.99,4,0.356
42,173725,0.698,0.513,0.425,0.127,4,0.112,-8.966,0,0.0279,144.178,3,0.246
57,284026,0.00110999999999999,0.474,0.977,0.00298,7,0.201,-3.839,0,0.176,89.494,4,0.236
30,162493,0.753,0.262,0.328,0,4,0.227,-12.897,1,0.0376,207.074,4,0.533
95,231266,0.354,0.68,0.563,0,10,0.136,-5.843,1,0.0454,145.028,4,0.374
41,216253,0.00293,0.702,0.946,0.235,4,0.224,-5.948,1,0.085,159.992,4,0.286
53,178718,0.000905,0.378,0.935,0,11,0.215,-2.353,0,0.0903,178.118,4,0.701
66,94932,0.855,0.808,0.541,0.000977,3,0.142,-6.525,1,0.252,92.132,4,0.811
65,253013,0.88,0.402,0.539,0.0065,0,0.117,-11.062,1,0.043,146.526,4,0.371
28,165080,0.762,0.617,0.81,0,10,0.134,-6.513,1,0.0798,97.389,4,0.65
55,172307,0.0773,0.481,0.857,4.13e-06,0,0.195,-3.86,1,0.163,159.683,4,0.258
59,211696,0.245,0.396,0.292,0,5,0.173,-10.348,1,0.0324,95.16,4,0.316
52,183960,0.108,0.663,0.525,0,7,0.349,-9.674,1,0.0331,134.748,4,0.731
19,215107,0.0126,0.554,0.768,7.13e-06,6,0.122,-5.812,0,0.127,99.679,4,0.324
32,231066,0.000519,0.348,0.76,6.28e-05,10,0.111,-13.643,0,0.121,132.075,4,0.384
55,158106,0.0658,0.768,0.716,0.00213,2,0.0379,-12.922,1,0.0625,157.935,4,0.961
63,162986,2.14e-05,0.491,0.793,0.273,0,0.426,-4.441,1,0.0321,128.035,4,0.505
72,261413,0.0707,0.721,0.521,0.00552,2,0.127,-8.123,1,0.0612,123.118,4,0.942
73,203453,0.104,0.53,0.707,0,10,0.105,-5.516,1,0.203,109.827,4,0.696
16,258266,0.765,0.559,0.458,2.06e-05,7,0.0979,-8.202,1,0.0301,114.204,4,0.551
22,213693,0.0852,0.649,0.762,0.00382999999999999,11,0.118,-5.153,0,0.0447,107.034,4,0.48
28,165080,0.762,0.617,0.81,0,10,0.134,-6.513,1,0.0798,97.389,4,0.65
51,225693,0.544,0.805,0.792,0.00145,8,0.11,-6.511,0,0.0882,94.99,4,0.791
94,194407,0.323,0.69,0.784,0,1,0.203,-4.653,1,0.032,106.066,4,0.669
50,183518,0.00897,0.612,0.963,0.00377999999999999,5,0.294,-3.912,0,0.0531,138.009,4,0.179
10,340175,0.988,0.358,0.0668,0.926,0,0.0949,-28.836,1,0.0356,128.679,3,0.161
64,143400,0.262,0.661,0.557,0,4,0.0557,-8.244,1,0.049,125.445,4,0.957
7,179640,0.0187,0.553,0.855,0,1,0.0428,-2.025,1,0.0732,127.997,4,0.552
72,184080,0.123,0.703,0.748,0,1,0.0642,-6.047,1,0.0435,111.943,4,0.625
76,215838,0.0854,0.851,0.702,0,1,0.374,-4.172,1,0.268,126.94,4,0.179
56,207226,0.228,0.636,0.704,1.17e-06,7,0.068,-9.88,0,0.0849,188.184,4,0.964
60,198716,0.12,0.876,0.658,0,6,0.107,-3.119,0,0.106,159.986,4,0.407
0,318413,0.0811,0.476,0.811,0.00173999999999999,7,0.102,-5.072,0,0.0337,147.08,4,0.187
79,205879,0.0563,0.852,0.553,0,1,0.332,-7.286,1,0.187,142.072,4,0.656
67,191666,0.00126999999999999,0.806,0.902,0,11,0.212,-3.387,0,0.0475,128.943,4,0.961
71,179423,0.71,0.646,0.648,0.00316,3,0.108,-8.602,1,0.0372,75.004,4,0.466
80,185620,0.0997,0.571,0.937,0.496,2,0.125,-2.682,0,0.0336,125.027,4,0.512
50,183000,0.15,0.637,0.36,0.00299,10,0.0999,-12.304,0,0.0537,147.261,4,0.213
66,239936,0.37,0.581,0.439,0,11,0.092,-5.817,1,0.0273,140.161,4,0.324
44,206120,0.0073,0.714,0.952,0,4,0.387,-3.622,1,0.0894,127.008,4,0.959
75,214720,0.484,0.637,0.864,0,8,0.222,-4.381,1,0.0468,99.995,4,0.706
22,214480,0.356,0.777,0.627,0,7,0.0956,-6.142,1,0.0792,100.054,4,0.444
58,351400,0.652,0.555,0.331,1.16e-05,9,0.235,-17.718,0,0.27,170.603,3,0.437
63,194129,0.861,0.46,0.319,0,1,0.118,-8.621,1,0.0356,145.765,4,0.329
65,211813,0.312,0.768,0.607,3.4e-05,5,0.0929,-6.044,1,0.0637,84.714,4,0.937
40,354613,0.00056799999999999,0.504,0.855,0.212,7,0.136,-10.518,1,0.042,134.989,4,0.382
22,276906,0.59,0.54,0.36,0.00070199999999999,11,0.149,-12.557,1,0.0374,136.298,3,0.226
47,389040,0.392,0.783,0.643,0.00147,10,0.15,-7.587,1,0.0322,129.666,4,0.864
48,260293,0.000737,0.568,0.868,0.00291,2,0.118,-6.112,1,0.0975,178.057,4,0.62
47,361115,0.64,0.372,0.342,0,4,0.108,-8.062,1,0.0341,119.513,3,0.307
67,189146,0.856,0.507,0.408,0,11,0.102,-7.652,0,0.0396,140.038,4,0.53
40,233800,0.00962,0.705,0.763,5.62e-05,1,0.486,-4.904,0,0.0405,113.03,4,0.589
56,171627,0.874,0.544,0.543,0.13,1,0.112,-12.962,1,0.0452,92.575,4,0.0444
64,181772,0.209,0.457,0.883,5.11e-06,10,0.0912,-5.61,0,0.0376,99.937,4,0.736
42,214746,0.00539,0.585,0.606,0.000118,5,0.096,-5.575,0,0.037,114.088,4,0.257
80,190185,0.106,0.616,0.432,0,7,0.132,-9.546,1,0.133,84.778,4,0.302
26,199333,0.0483,0.752,0.782,0,4,0.34,-5.147,0,0.288,90.854,4,0.487
48,235440,0.182,0.716,0.84,0,7,0.0413,-6.21,1,0.0325,119.631,4,0.635
17,473550,0.128,0.801,0.472,0.381,4,0.103,-9.948,1,0.077,120.005,4,0.467
8,209785,0.581,0.697,0.651,3.72e-06,8,0.12,-5.212,1,0.111,84.983,4,0.39
73,232146,0.0075,0.796,0.357,0,1,0.0966,-11.678,1,0.344,150.039,4,0.454
72,243804,0.658,0.468,0.197,0,4,0.109,-11.727,1,0.033,144.212,3,0.249
53,187722,0.00357,0.512,0.789,0,10,0.261,-7.617,0,0.388,98.006,4,0.687
38,222322,0.14,0.688,0.72,7.93e-06,8,0.327,-9.647,0,0.177,92.013,4,0.386
39,164347,0.00735,0.473,0.845,0.000334,2,0.0532,-3.944,1,0.0564,91.998,4,0.0346
72,142186,0.0723,0.744,0.612,0.000532,0,0.0692,-6.386,1,0.0333,114.991,4,0.961
64,225033,0.813,0.494,0.306,0.0015,6,0.693,-9.611,0,0.0489,161.142,4,0.503
71,221800,0.201,0.585,0.643,0.000306,3,0.144,-8.392,1,0.0395,152.98,3,0.592
55,242306,0.0489,0.426,0.768,0.0554,0,0.297,-4.723,1,0.0315,148.108,4,0.535
74,515866,0.6,0.527,0.509,0,7,0.144,-10.893,1,0.0628,138.317,4,0.497
68,301426,0.59,0.691,0.805,0,2,0.0975,-6.81,0,0.0947,142.503,3,0.866
18,138232,0.0011,0.761,0.421,0.148,10,0.0893,-8.037,0,0.114,80.04,4,0.363
52,169840,0.00581,0.598,0.743,0,2,0.0702,-3.702,1,0.33,138.272,5,0.551
81,262466,0.188,0.638,0.656,0,5,0.146,-5.886,1,0.0357,104.036,4,0.225
21,263893,0.00426,0.858,0.574,0.93,10,0.0897,-8.841,0,0.0619,120.836,3,0.675
65,256026,0.139,0.845,0.576,0,11,0.0764,-5.15,0,0.153,127.641,4,0.461
61,262933,0.0969,0.667,0.452,0.579,7,0.111,-10.99,1,0.0341,95.982,4,0.0734
55,251324,0.0579,0.587,0.608,0.022,5,0.131,-11.588,1,0.0308,94.479,4,0.565
8,224840,0.0193,0.508,0.782,3.03e-06,1,0.089,-4.667,1,0.0454,126.917,4,0.286
26,162906,0.791,0.614,0.731,0.0142,5,0.618,-4.871,1,0.0555,110.643,4,0.735
56,272000,0.902,0.465,0.675,0.267,10,0.11,-7.555,1,0.0485,119.941,4,0.129
65,121880,0.00188,0.658,0.709,0.00447,8,0.0657,-6.736,1,0.0904,129.699,4,0.855
58,226519,0.851,0.439,0.236,0.000982,4,0.148,-12.612,0,0.0281,79.527,3,0.278
71,220400,0.0114,0.653,0.73,1.03e-05,5,0.0754,-10.613,1,0.043,108.705,4,0.894
18,139746,0.499,0.746,0.47,0,1,0.229,-10.47,1,0.436,79.063,4,0.425
41,192339,0.223,0.716,0.831,0,7,0.183,-4.506,0,0.107,159.978,4,0.452
64,265693,0.0728,0.588,0.618,0,0,0.242,-8.478,0,0.492,83.127,4,0.365
60,192026,0.00255,0.727,0.75,1.23e-06,1,0.116,-6.221,1,0.0392,124.98,4,0.354
71,219560,0.612,0.59,0.578,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4,0.264
39,182338,0.403,0.563,0.704,0,0,0.0599,-4.701,1,0.143,180.075,4,0.87
78,212647,0.00868,0.565,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
58,216502,0.527,0.648,0.951,0,7,0.0707,-1.565,1,0.233,165.364,4,0.966
83,264306,0.0576,0.559,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
68,131280,0.994,0.336,0.0331,0.936,6,0.0892,-26.416,1,0.042,106.361,4,0.0599
76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
82,127200,0.0152,0.877,0.562,0,9,0.0933,-7.096,1,0.26,99.977,4,0.376
52,192230,0.126,0.566,0.672,0,8,0.225,-5.054,1,0.034,77.983,4,0.435
48,152240,0.571,0.48,0.839,0,10,0.173,-4.084,1,0.313,200.926,4,0.339
37,228613,0.000439,0.588,0.788,1.79e-05,9,0.127,-4.851,1,0.0333,119.165,4,0.393
48,176653,0.941,0.493,0.185,3.24e-05,6,0.116,-12.334,1,0.0295,131.527,4,0.276
41,186592,0.304,0.704,0.453,0,10,0.26,-7.498,1,0.03,91.998,4,0.428
50,202733,0.59,0.574,0.586,0,3,0.0538,-6.675,1,0.387,182.875,3,0.837
49,190360,0.641,0.66,0.407,1.22e-05,2,0.0622,-8.993,1,0.0613,119.934,4,0.324
67,175333,0.0934,0.838,0.724,1.73e-06,0,0.0522,-3.025,1,0.0754,112.992,4,0.385
83,121680,0.68,0.767,0.538,0,0,0.192,-6.044,0,0.052,81.031,4,0.343
74,157421,0.0463,0.552,0.573,0,9,0.105,-6.585,1,0.0948,182.14,4,0.525
80,225076,0.928,0.409,0.137,0,6,0.0706,-9.169,1,0.0446,162.08,1,0.106
75,217106,0.619,0.389,0.476,5.09e-05,9,0.255,-9.342,1,0.0316,148.117,4,0.566
40,205280,0.477,0.668,0.449,0,0,0.107,-7.897,1,0.0451,129.889,4,0.154
61,151693,0.995,0.375,0.00579,0.95,3,0.11,-28.248,1,0.0539,68.336,5,0.215
99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329
57,179160,0.0711,0.785,0.892,0.00050999999999999,9,0.113,-4.71,1,0.0356,120.115,4,0.974
24,122000,0.000807,0.662,0.725,0.899,9,0.17,-6.08,0,0.0801,96.106,4,0.419
21,210782,0.000294,0.605,0.956,0.0244,4,0.392,-5.443,0,0.036,114.996,4,0.862
50,213750,0.0591,0.658,0.729,2.85e-06,11,0.101,-4.09,0,0.0495,102.898,4,0.563
61,223373,0.26,0.408,0.79,0.00027,11,0.765,-8.138,0,0.103,122.624,4,0.347
18,411894,6.43e-05,0.665,0.721,0.921,7,0.126,-4.999,1,0.0363,139.97,4,0.623
24,152461,0.55,0.441,0.83,1.93e-05,10,0.247,-6.299,1,0.343,206.883,4,0.833
59,227893,0.0324,0.901,0.812,0.00905999999999999,4,0.0493,-7.039,0,0.107,125.462,4,0.785
96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376
43,223636,0.601,0.594,0.538,0,10,0.116,-10.659,0,0.426,176.279,4,0.419
72,336613,0.943,0.375,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.147
50,194138,0.00171,0.804,0.582,0,0,0.253,-6.43,0,0.296,153.046,4,0.212
52,246632,0.0703,0.486,0.815,0.726,2,0.176,-4.923,1,0.0391,104.592,4,0.611
35,370533,0.441,0.813,0.45,0,9,0.31,-14.59,0,0.349,90.859,4,0.827
70,211851,0.249,0.389,0.431,0,7,0.13,-8.061,1,0.0344,142.14,4,0.275
86,203569,0.737,0.483,0.412,0,7,0.116,-8.461,1,0.0402,170.163,3,0.247
52,145626,0.39,0.933,0.674,0.000151,8,0.309,-5.811,1,0.256,96.042,4,0.791
39,231734,0.0421,0.947,0.718,0,4,0.109,-5.066,0,0.117,108.01,4,0.909
73,235613,0.0619,0.781,0.526,0,6,0.0457,-6.985,0,0.293,94.992,4,0.662
71,233373,0.0528,0.639,0.845,0,10,0.336,-3.333,1,0.0372,119.485,4,0.871
30,152733,0.937,0.565,0.236,0,2,0.127,-11.829,1,0.0313,68.014,4,0.68
59,175609,0.032,0.699,0.73,0,9,0.466,-7.336,1,0.394,81.724,4,0.858
40,200746,0.884,0.678,0.0915,0,7,0.123,-17.363,0,0.0479,78.981,4,0.353
73,162373,0.352,0.552,0.616,0,1,0.0501,-9.785,0,0.0346,112.442,4,0.667
94,417920,0.542,0.903,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442
85,224903,0.0403,0.917,0.786,0,11,0.195,-4.921,0,0.208,143.038,4,0.441
60,221988,0.183,0.674,0.652,0,6,0.235,-3.761,0,0.0404,133.113,4,0.539
50,199586,0.119,0.624,0.491,0,1,0.0695,-6.245,0,0.0503,78.119,4,0.286
63,144500,0.994,0.134,0.00458,0.923,8,0.092,-33.929,0,0.0464,175.166,4,0.0863
78,220293,0.103,0.622,0.807,0,5,0.306,-6.752,0,0.408,174.06,4,0.892
71,269920,0.00501,0.27,0.944,2.05e-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606
51,245326,0.482,0.231,0.465,0.000877,6,0.0593,-9.705,1,0.0373,80.027,4,0.266
61,316053,0.369,0.569,0.744,0,2,0.256,-5.757,0,0.181,145.063,4,0.59
76,169973,0.836,0.773,0.437,2.42e-05,9,0.544,-8.281,1,0.0963,103.861,4,0.707
50,265951,0.0505,0.793,0.31,0.0875,5,0.0618,-5.256,1,0.052,75.989,4,0.25
73,212360,0.292,0.937,0.738,0,5,0.106,-5.301,0,0.0478,118.994,4,0.911
77,210173,0.00286999999999999,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
81,156195,0.129,0.853,0.637,0,3,0.267,-5.924,0,0.331,86.048,4,0.496
70,203893,0.0825,0.787,0.541,0.00031099999999999,7,0.065,-10.437,1,0.0403,124.194,4,0.962
59,235613,0.00575,0.502,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,0.638
61,208186,8.48e-05,0.344,0.972,0,11,0.293,-3.675,0,0.116,167.819,4,0.387
63,160306,0.0592,0.423,0.681,0.000177,10,0.0889,-9.756,1,0.0397,110.461,4,0.559
23,207142,0.02,0.315,0.689,0,11,0.148,-4.751,0,0.125,78.057,4,0.266
54,284000,0.81,0.688,0.367,0,8,0.102,-7.469,1,0.027,119.969,4,0.213
58,242026,0.459,0.468,0.839,0.461,9,0.151,-7.39,1,0.0365,151.842,4,0.935
2,227240,0.000616,0.531,0.85,6.08e-06,1,0.0665,-5.653,0,0.04,106.956,4,0.321
56,365333,0.234,0.505,0.745,0,6,0.187,-5.895,0,0.43,178.66,4,0.501
79,200293,0.185,0.786,0.695,0,1,0.123,-5.343,0,0.353,97.957,4,0.591
59,284653,0.396,0.652,0.891,0.0022,0,0.0767,-6.858,1,0.0524,179.604,4,0.934
77,163954,0.0038,0.901,0.65,0,2,0.111,-4.137,1,0.0981,100.298,4,0.295
39,289373,0.453,0.377,0.778,0,4,0.571,-6.658,1,0.0827,117.238,4,0.218
61,163195,0.0424,0.774,0.659,0.00050099999999999,3,0.302,-6.909,1,0.206,99.018,4,0.467
57,298266,0.42,0.734,0.544,0,11,0.0975,-4.786,0,0.194,86.617,4,0.669
52,54539,0.939,0.543,0.037,0.146,10,0.0989,-23.305,1,0.0396,76.113,4,0.213
49,232380,0.0769,0.715,0.571,0,1,0.273,-5.309,0,0.408,125.976,5,0.422
60,217080,0.569,0.477,0.691,0,0,0.0904,-5.784,1,0.177,105.335,4,0.275
84,232253,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499
62,391693,0.0341,0.813,0.693,0,10,0.121,-8,0,0.266,103.508,4,0.618
26,179533,0.346,0.598,0.594,0.00496,1,0.125,-9.619,0,0.05,132.158,4,0.587
77,242407,0.242,0.865,0.687,0,10,0.158,-3.744,0,0.217,139.023,4,0.486
0,206576,0.0751,0.724,0.589,7.71e-05,2,0.085,-7.947,0,0.105,199.848,4,0.487
64,199141,0.531,0.34,0.288,0,4,0.134,-7.937,1,0.0321,89.033,4,0.322
48,179200,0.378,0.268,0.459,0,7,0.119,-6.948,0,0.0346,64.223,4,0.172
47,199384,0.0692,0.769,0.506,2.1e-06,0,0.071,-8.079,1,0.0421,129.979,4,0.492
41,252759,0.937,0.477,0.153,7.74e-06,4,0.107,-14.895,1,0.0374,127.999,4,0.315
44,242973,0.399,0.847,0.814,1.23e-05,7,0.0661,-4.431,0,0.0537,144.28,4,0.895
98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0,0.321,89.391,4,0.319
23,204346,0.0512,0.772,0.78,0,10,0.119,-4.288,0,0.108,124.988,4,0.719
54,72000,0.923,0.886,0.294,0.812,0,0.167,-8.979,0,0.119,119.98,3,0.261
3,210494,0.27,0.748,0.675,0,9,0.231,-6.487,0,0.197,129.978,4,0.434
70,281466,0.929,0.469,0.132,0,10,0.0873,-14.001,1,0.0807,67.011,3,0.36
49,168212,0.024,0.757,0.745,0.000603,4,0.11,-4.934,0,0.0364,111.945,4,0.253
66,279346,0.323,0.768,0.755,0,9,0.208,-4.331,0,0.0422,132.002,4,0.834
41,175400,0.0363,0.351,0.883,0,0,0.499,-6.952,1,0.0562,195.666,4,0.88
50,245266,0.148,0.561,0.659,9.93e-06,7,0.106,-6.701,1,0.0267,76.49,4,0.554
45,153700,0.734,0.802,0.186,0.366,10,0.101,-13.562,0,0.0676,128.081,4,0.225
44,227733,0.000901,0.421,0.742,0.00216,4,0.689,-10.564,1,0.0334,105.889,4,0.762
63,206933,0.97,0.549,0.371,0.132,2,0.639,-9.56,1,0.0378,87.024,3,0.13
78,216391,0.334,0.334,0.617,0,6,0.163,-5.834,0,0.383,85.227,4,0.603
71,303200,0.23,0.547,0.58,0.00877,2,0.0569,-13.415,0,0.0293,109.827,4,0.505
46,190173,0.414,0.829,0.542,0.00232,6,0.12,-7.972,0,0.259,101.86,4,0.216
28,148733,0.773,0.755,0.523,0.00113,7,0.191,-12.045,1,0.165,126.734,4,0.883
70,234055,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756
31,125506,0.734,0.524,0.543,0,11,0.275,-9.889,1,0.0397,128.091,4,0.877
29,212066,0.00407,0.439,0.795,0.00114,2,0.296,-9.424,1,0.0314,84.846,4,0.789
13,162600,0.0153,0.772,0.59,0.000171,9,0.347,-9.182,1,0.07,128.016,4,0.962
41,249040,0.00439,0.643,0.905,0,11,0.253,-3.263,0,0.0335,114.117,4,0.265
70,234055,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756
63,263429,0.198,0.8,0.706,0,8,0.118,-6.134,1,0.327,145.938,4,0.394
56,215695,0.996,0.445,0.00362,0.947,2,0.0947,-22.013,1,0.0623,133.66,4,0.296
40,134133,0.563,0.644,0.673,0,8,0.518,-5.72,1,0.142,87.918,4,0.826
19,146560,3.46e-05,0.316,0.984,0.0554,5,0.0753,-3.832,0,0.0718,172.157,4,0.3
70,230013,0.0728,0.748,0.849,0,0,0.351,-3.24,1,0.14,93.994,4,0.621
60,241024,0.179,0.506,0.822,0,0,0.31,-3.348,1,0.282,203.276,4,0.738
61,241693,0.634,0.566,0.664,0,4,0.116,-5.303,0,0.0464,128.945,4,0.437
57,309306,0.0309,0.457,0.93,6.27e-05,2,0.135,-4.544,0,0.0673,139.819,4,0.294
64,193946,0.301,0.779,0.846,9.05e-06,1,0.0624,-5.68,1,0.0345,116.01,4,0.757
35,165813,0.499,0.448,0.605,0,0,0.185,-4.448,0,0.057,154.016,4,0.71
46,422200,0.867,0.619,0.355,0.886,7,0.104,-11.85,0,0.0364,87.261,3,0.245
15,204333,0.00134,0.424,0.939,0,4,0.193,-6.162,0,0.0563,151.25,4,0.645
15,239880,0.891,0.554,0.226,0.0321,3,0.107,-11.323,1,0.0281,104.005,4,0.229
0,224306,0.0261,0.538,0.956,0.000147,9,0.279,-4.022,1,0.123,150.028,4,0.72
61,322933,0.028,0.723,0.541,0.00339,0,0.133,-14.021,1,0.0303,131.675,4,0.607
69,260506,0.00474,0.841,0.741,0.0121,0,0.0911,-6.222,0,0.0392,122.984,4,0.97
72,251573,0.173,0.848,0.666,0.000699,0,0.129,-6.547,1,0.274,96.662,4,0.744
21,256093,0.141,0.586,0.599,6.09e-06,1,0.0966,-4.352,1,0.0695,145.032,4,0.313
65,187320,0.015,0.717,0.496,0,5,0.139,-6.263,0,0.045,140.01,4,0.301
97,184560,0.176,0.694,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
47,144761,0.187,0.772,0.316,7.45e-05,0,0.11,-9.342,1,0.136,79.947,4,0.0506
38,185480,0.00537,0.466,0.805,0.00159,4,0.143,-7.222,0,0.032,110.823,4,0.665
68,240000,0.379,0.928,0.675,0,5,0.0533,-3.535,1,0.0566,105.952,4,0.794
2,226960,0.0621,0.657,0.705,0,5,0.105,-5.392,1,0.0304,98.977,4,0.427
65,307493,0.146,0.55,0.726,0.00607999999999999,2,0.428,-8.51,1,0.0516,92.697,4,0.37
71,223933,0.0439,0.764,0.694,3.67e-06,11,0.18,-5.745,0,0.189,146.075,4,0.581
62,240253,0.00148,0.433,0.863,0.00107,4,0.351,-4.452,1,0.0296,82.998,4,0.54
48,334786,0.00274,0.441,0.854,0,4,0.175,-5.509,0,0.486,81.309,4,0.597
77,138872,0.0805,0.705,0.816,0,10,0.476,-7.046,0,0.32,94.211,4,0.929
61,174001,0.725,0.803,0.588,0.000124,0,0.113,-6.186,1,0.0639,113.036,3,0.969
31,333531,0.00023199999999999,0.671,0.787,0.593,6,0.0539,-6.813,0,0.0718,124.009,4,0.212
36,211600,0.00441,0.65,0.867,0.000299,5,0.163,-3.786,0,0.0434,130.056,4,0.74
51,157049,0.157,0.856,0.894,0,10,0.112,-4.994,0,0.116,104.042,4,0.916
70,222533,0.199,0.417,0.673,0,6,0.128,-7.719,1,0.0497,108.994,4,0.314
56,192444,0.0825,0.642,0.869,0.002,1,0.151,-2.243,1,0.256,135.015,4,0.539
61,206471,0.03,0.667,0.879,0,8,0.157,-4.197,1,0.359,119.746,5,0.71
